GEOID,NAME,pov_count,pov_se,snap,hu_sampled,pep,rrate
18085,"Kosciusko County, Indiana",7615,621.8844984802431," 4,109 ",2869,80364,90.9
18087,"LaGrange County, Indiana",2310,316.7173252279635," 1,362 ",1264,40907,97.9
18089,"Lake County, Indiana",72010,1929.483282674772," 61,476 ",12513,500598,85.3
18091,"LaPorte County, Indiana",14691,863.2218844984802," 12,665 ",3606,111706,85.9
18093,"Lawrence County, Indiana",4984,466.2613981762918," 3,349 ",1361,45084,87.5
18095,"Madison County, Indiana",16142,866.2613981762918," 16,338 ",4512,132504,83.9
18097,"Marion County, Indiana",144204,2798.176291793313," 138,645 ",22717,968460,70
18099,"Marshall County, Indiana",4979,516.1094224924012," 2,511 ",1748,46352,86
18101,"Martin County, Indiana",1594,230.3951367781155,831,398,9897,89.7
18103,"Miami County, Indiana",5083,475.9878419452887," 3,866 ",1387,35402,83.4
18105,"Monroe County, Indiana",25256,935.5623100303951," 7,650 ",3515,139342,89.8
18107,"Montgomery County, Indiana",4388,405.4711246200608," 2,914 ",1606,38573,92.3
18109,"Morgan County, Indiana",6064,507.5987841945289," 4,756 ",2112,73227,89.5
18111,"Newton County, Indiana",1843,269.30091185410333," 1,206 ",739,13960,87.4
18113,"Noble County, Indiana",3950,431.6109422492401," 2,145 ",1595,47430,94
18115,"Ohio County, Indiana",529,106.38297872340425,314,299,6004,84.7
18117,"Orange County, Indiana",2575,331.30699088145894," 1,696 ",841,19638,89
18119,"Owen County, Indiana",2504,403.64741641337383," 2,008 ",776,21532,87.4
18121,"Parke County, Indiana",2623,364.1337386018237," 1,577 ",805,16484,88.9
18123,"Perry County, Indiana",2285,229.7872340425532," 1,508 ",829,19209,88.9
18125,"Pike County, Indiana",1466,215.80547112462006,968,579,12106,94.2
18127,"Porter County, Indiana",15723,818.2370820668693," 9,001 ",4626,175335,86.2
18129,"Posey County, Indiana",2444,320.97264437689967," 1,759 ",901,25040,91.4
18131,"Pulaski County, Indiana",1442,176.89969604863222,993,634,12385,92.2
18133,"Putnam County, Indiana",2616,293.6170212765957," 2,462 ",1136,37567,90
18135,"Randolph County, Indiana",3594,338.60182370820667," 2,526 ",1291,24216,89
18137,"Ripley County, Indiana",2733,298.4802431610942," 1,793 ",1120,29227,80.2
18139,"Rush County, Indiana",2135,293.00911854103344," 1,385 ",605,16847,85.5
18141,"St. Joseph County, Indiana",38013,1091.793313069909," 27,958 ",8324,272848,84
18143,"Scott County, Indiana",3467,477.81155015197567," 2,651 ",543,24657,87.5
18145,"Shelby County, Indiana",5091,469.30091185410333," 3,158 ",1322,45231,83.8
18147,"Spencer County, Indiana",1294,133.7386018237082," 1,222 ",1050,19910,91.2
18149,"Starke County, Indiana",3426,336.7781155015198," 2,599 ",1039,23206,90.1
18151,"Steuben County, Indiana",2912,411.5501519756839," 1,779 ",1716,34917,90.2
18153,"Sullivan County, Indiana",2498,276.59574468085106," 1,914 ",950,20757,91.8
18155,"Switzerland County, Indiana",1083,189.05775075987842," 1,022 ",418,10019,85.7
18157,"Tippecanoe County, Indiana",32500,1375.0759878419453," 13,580 ",4749,188792,89.6
18159,"Tipton County, Indiana",1741,246.20060790273556,800,559,15256,85.7
18161,"Union County, Indiana",446,115.5015197568389,605,321,6973,85.7
18163,"Vanderburgh County, Indiana",24967,1031.61094224924," 18,447 ",5226,179810,87
18165,"Vermillion County, Indiana",2012,283.8905775075988," 1,653 ",820,15417,87.8
18167,"Vigo County, Indiana",19750,1007.90273556231," 13,765 ",2980,106153,85
18169,"Wabash County, Indiana",3136,360.48632218844983," 2,039 ",1147,30670,86.5
18171,"Warren County, Indiana",1061,176.29179331306992,445,523,8518,93.1
18173,"Warrick County, Indiana",4053,442.5531914893617," 2,291 ",1806,65867,91.6
18175,"Washington County, Indiana",3724,441.33738601823705," 2,093 ",1072,28205,88.9
18177,"Wayne County, Indiana",10795,699.6960486322189," 8,636 ",2671,66127,85.8
18179,"Wells County, Indiana",1996,265.04559270516717," 1,454 ",1008,28555,90.1
18181,"White County, Indiana",2422,300.30395136778117," 1,677 ",1344,24917,91.1
18183,"Whitley County, Indiana",3627,426.13981762917933," 1,157 ",1180,34742,93.1
19001,"Adair County, Iowa",753,96.65653495440729,466,685,7389,91
19003,"Adams County, Iowa",339,57.75075987841945,301,357,3544,85.8
19005,"Allamakee County, Iowa",1657,165.34954407294833,945,906,14074,95.6
19007,"Appanoose County, Iowa",2468,329.48328267477206," 1,377 ",895,12119,83.5
19009,"Audubon County, Iowa",649,97.87234042553192,417,522,5534,91.2
19011,"Benton County, Iowa",1979,198.17629179331306," 1,550 ",1740,25796,96.4
19013,"Black Hawk County, Iowa",18505,732.5227963525836," 14,372 ",4620,130471,89.8
19015,"Boone County, Iowa",1757,204.86322188449847," 1,493 ",1109,26590,90.7
19017,"Bremer County, Iowa",1767,198.7841945288754,983,1516,25307,95.8
19019,"Buchanan County, Iowa",1439,148.93617021276594," 1,188 ",1290,20691,92.6
19021,"Buena Vista County, Iowa",1624,246.80851063829786," 1,600 ",1173,20567,90.9
19023,"Butler County, Iowa",1500,166.56534954407294,822,1227,14172,96.1
19025,"Calhoun County, Iowa",791,81.45896656534954,684,1046,9763,88.8
19027,"Carroll County, Iowa",1693,217.02127659574467," 1,266 ",1337,20522,84.9
19029,"Cass County, Iowa",2243,247.41641337386017," 1,280 ",863,13130,88.6
19031,"Cedar County, Iowa",1308,146.50455927051672,775,1166,18302,93.5
19033,"Cerro Gordo County, Iowa",3918,336.17021276595744," 3,788 ",1902,42406,92.4
19035,"Cherokee County, Iowa",1717,294.8328267477204,640,790,11605,90.7
19037,"Chickasaw County, Iowa",827,99.08814589665653,522,821,11658,93.9
19039,"Clarke County, Iowa",1304,306.99088145896656,838,425,9588,82.9
19041,"Clay County, Iowa",1848,227.35562310030394," 1,220 ",864,16511,91
19043,"Clayton County, Iowa",2294,285.1063829787234,890,1558,16969,87.5
19045,"Clinton County, Iowa",5962,448.0243161094225," 5,556 ",2101,46158,93.1
19047,"Crawford County, Iowa",2635,386.62613981762917," 1,184 ",1036,16013,84.5
19049,"Dallas County, Iowa",6038,505.1671732522796," 2,899 ",3043,111092,92
19051,"Davis County, Iowa",647,130.09118541033433,491,469,9169,86.6
19053,"Decatur County, Iowa",1067,124.62006079027356,771,667,7665,90.1
19055,"Delaware County, Iowa",1368,163.5258358662614,821,996,17600,91.6
19057,"Des Moines County, Iowa",5354,463.82978723404256," 5,518 ",1521,38253,79.4
19059,"Dickinson County, Iowa",1103,176.29179331306992,917,1670,18056,90.4
19061,"Dubuque County, Iowa",8982,645.5927051671732," 7,531 ",3912,98887,84
19063,"Emmet County, Iowa",904,158.66261398176292,702,621,9229,91.1
19065,"Fayette County, Iowa",2333,220.66869300911853," 1,966 ",1475,19210,94.9
19067,"Floyd County, Iowa",1742,210.94224924012158," 1,461 ",850,15326,94.1
19069,"Franklin County, Iowa",1481,195.74468085106383,729,656,9875,91.8
19071,"Fremont County, Iowa",489,73.55623100303951,653,732,6458,87.7
19073,"Greene County, Iowa",897,139.8176291793313,854,676,8584,87.7
19075,"Grundy County, Iowa",786,110.03039513677811,512,1050,12384,92.9
19077,"Guthrie County, Iowa",982,133.1306990881459,742,1023,10722,89.7
19079,"Hamilton County, Iowa",1171,166.56534954407294,864,994,14729,88.1
19081,"Hancock County, Iowa",1272,156.23100303951367,574,774,10615,91.4
19083,"Hardin County, Iowa",1381,132.52279635258358," 1,365 ",1301,16463,90.7
19085,"Harrison County, Iowa",1079,118.54103343465046," 1,089 ",1128,14670,91.2
19087,"Henry County, Iowa",2248,241.9452887537994," 1,906 ",1073,19547,82.5
19089,"Howard County, Iowa",778,106.38297872340425,511,614,9376,95.1
19091,"Humboldt County, Iowa",1294,157.4468085106383,600,837,9500,88.2
19093,"Ida County, Iowa",701,91.79331306990882,495,658,6833,91.3
19095,"Iowa County, Iowa",1502,215.19756838905775,721,873,16381,95
19097,"Jackson County, Iowa",1977,209.11854103343464," 1,530 ",1286,19342,92.5
19099,"Jasper County, Iowa",2942,261.39817629179333," 2,906 ",1828,37919,92
19101,"Jefferson County, Iowa",2141,334.3465045592705," 1,533 ",657,15440,80.6
19103,"Johnson County, Iowa",24608,880.2431610942249," 9,366 ",4369,157528,91.3
19105,"Jones County, Iowa",2038,257.14285714285717," 1,274 ",1075,20900,90.6
19107,"Keokuk County, Iowa",1175,146.50455927051672,930,1015,9914,91.9
19109,"Kossuth County, Iowa",1383,166.56534954407294,875,1289,14396,88.3
19111,"Lee County, Iowa",4151,357.4468085106383," 4,345 ",1505,32565,80.5
19113,"Linn County, Iowa",22106,1269.3009118541033," 20,355 ",6987,228972,93.4
19115,"Louisa County, Iowa",1042,150.15197568389058,730,757,10513,84
19117,"Lucas County, Iowa",1415,199.3920972644377,821,521,8747,83.1
19119,"Lyon County, Iowa",634,108.8145896656535,453,927,12324,92.8
19121,"Madison County, Iowa",1127,209.11854103343464,666,810,16971,93.6
19123,"Mahaska County, Iowa",2527,282.67477203647417," 1,939 ",1127,21874,88.9
19125,"Marion County, Iowa",2248,254.7112462006079," 1,772 ",1387,33770,92.2
19127,"Marshall County, Iowa",4275,434.04255319148933," 3,775 ",1771,40014,87.4
19129,"Mills County, Iowa",989,141.64133738601822,923,738,14633,85.4
19131,"Mitchell County, Iowa",713,107.59878419452887,487,750,10518,96.7
19133,"Monona County, Iowa",943,125.22796352583586,790,798,8493,92.7
19135,"Monroe County, Iowa",676,148.93617021276594,596,383,7504,90.1
19137,"Montgomery County, Iowa",1201,218.8449848024316," 1,151 ",630,10139,87.4
19139,"Muscatine County, Iowa",4858,413.9817629179331," 4,405 ",1411,42218,86.8
19141,"O'Brien County, Iowa",1910,244.98480243161094,694,954,14012,93.1
19143,"Osceola County, Iowa",981,134.34650455927053,355,500,5978,86.8
19145,"Page County, Iowa",1887,172.64437689969606," 1,338 ",914,15014,88.7
19147,"Palo Alto County, Iowa",1002,153.19148936170214,513,751,8810,91
19149,"Plymouth County, Iowa",1712,232.82674772036475," 1,049 ",1402,25722,91.9
19151,"Pocahontas County, Iowa",599,89.36170212765957,542,653,6976,92
19153,"Polk County, Iowa",49165,1680.243161094225," 50,523 ",12834,505255,91
19155,"Pottawattamie County, Iowa",9885,663.2218844984802," 10,860 ",3859,93179,85.8
19157,"Poweshiek County, Iowa",1886,214.58966565349544,999,950,18453,93.4
19159,"Ringgold County, Iowa",403,83.89057750759878,427,528,4642,91.3
19161,"Sac County, Iowa",757,102.12765957446808,520,958,9686,88.8
19163,"Scott County, Iowa",19837,978.1155015197568," 20,481 ",5760,174270,83.8
19165,"Shelby County, Iowa",984,139.209726443769,811,880,11806,87.8
19167,"Sioux County, Iowa",2172,299.08814589665656,974,1439,36246,91.9
19169,"Story County, Iowa",16046,603.6474164133739," 3,847 ",3422,98566,88.6
19171,"Tama County, Iowa",2544,215.19756838905775," 1,211 ",1371,16833,90.3
19173,"Taylor County, Iowa",600,63.22188449848024,538,675,5924,89.6
19175,"Union County, Iowa",1480,225.53191489361703," 1,301 ",660,11906,85.1
19177,"Van Buren County, Iowa",874,154.40729483282675,615,688,7266,84.6
19179,"Wapello County, Iowa",5743,619.4528875379939," 4,713 ",1323,35166,84.1
19181,"Warren County, Iowa",2767,269.90881458966567," 2,022 ",2071,55205,92.2
19183,"Washington County, Iowa",1876,215.80547112462006," 1,398 ",1151,22560,93
19185,"Wayne County, Iowa",961,134.34650455927053,522,642,6557,88.2
19187,"Webster County, Iowa",3994,316.1094224924012," 4,316 ",1793,36485,85.2
19189,"Winnebago County, Iowa",988,140.4255319148936,648,658,10571,91.5
19191,"Winneshiek County, Iowa",1426,215.80547112462006,697,1161,19815,95.8
19193,"Woodbury County, Iowa",13739,846.2006079027356," 11,932 ",3508,105951,84.4
19195,"Worth County, Iowa",532,99.69604863221885,493,719,7297,95.1
19197,"Wright County, Iowa",1867,226.13981762917933,929,722,12656,91.4
20001,"Allen County, Kansas",1578,192.09726443768997," 1,402 ",746,12412,88.4
20003,"Anderson County, Kansas",840,193.9209726443769,460,384,7838,89.6
20005,"Atchison County, Kansas",1871,223.10030395136778," 1,334 ",605,16016,86.6
20007,"Barber County, Kansas",716,142.85714285714286,193,423,4071,88.8
20009,"Barton County, Kansas",3640,367.78115501519756," 2,147 ",1149,24899,93.6
20011,"Bourbon County, Kansas",1649,239.51367781155014," 1,838 ",627,14408,84.7
20013,"Brown County, Kansas",1303,113.67781155015197,799,1029,9250,84.1
20015,"Butler County, Kansas",5845,597.5683890577508," 3,817 ",2314,68632,83.4
20017,"Chase County, Kansas",258,60.182370820668694,128,307,2579,86
20019,"Chautauqua County, Kansas",560,82.06686930091185,368,398,3347,90.8
20021,"Cherokee County, Kansas",2476,280.8510638297872," 2,053 ",804,19054,91.7
20023,"Cheyenne County, Kansas",451,81.45896656534954,97,271,2636,98.4
20025,"Clark County, Kansas",178,40.12158054711246,88,251,1847,88.5
20027,"Clay County, Kansas",1018,178.72340425531914,372,421,8007,89.8
20029,"Cloud County, Kansas",863,134.34650455927053,639,648,8854,88.6
20031,"Coffey County, Kansas",782,92.401215805471125,598,794,8251,96.2
20033,"Comanche County, Kansas",181,36.474164133738604,63,247,1655,94
20035,"Cowley County, Kansas",4455,374.468085106383," 3,972 ",1501,34157,81.5
20037,"Crawford County, Kansas",7727,494.22492401215806," 4,028 ",1645,38764,88.9
20039,"Decatur County, Kansas",345,83.28267477203647,156,241,2712,92.9
20041,"Dickinson County, Kansas",1592,213.3738601823708," 1,066 ",942,18445,82.8
20043,"Doniphan County, Kansas",662,92.401215805471125,431,627,7493,86
20045,"Douglas County, Kansas",16894,728.2674772036474," 4,640 ",2691,120553,83.4
20047,"Edwards County, Kansas",453,62.61398176291793,207,372,2733,91.7
20049,"Elk County, Kansas",410,57.75075987841945,214,390,2467,88.6
20051,"Ellis County, Kansas",4873,355.6231003039514," 1,111 ",932,28810,93.7
20053,"Ellsworth County, Kansas",453,62.006079027355625,280,611,6357,87.7
20055,"Finney County, Kansas",4351,510.63829787234044," 2,550 ",1034,37466,83.1
20057,"Ford County, Kansas",4769,583.5866261398177," 1,885 ",888,33980,77.6
20059,"Franklin County, Kansas",2444,294.8328267477204," 1,656 ",1066,26125,87.9
20061,"Geary County, Kansas",6709,641.9452887537993," 2,639 ",955,35047,80.1
20063,"Gove County, Kansas",112,20.06079027355623,68,402,2735,87.8
20065,"Graham County, Kansas",267,51.671732522796354,118,255,2376,86.8
20067,"Grant County, Kansas",390,151.9756838905775,419,142,7147,84
20069,"Gray County, Kansas",383,99.08814589665653,123,438,5743,81
20071,"Greeley County, Kansas",127,38.90577507598784,45,120,1181,96
20073,"Greenwood County, Kansas",873,118.54103343465046,570,619,5870,82.5
20075,"Hamilton County, Kansas",92,37.08206686930091,111,174,2437,85.2
20077,"Harper County, Kansas",812,102.73556231003039,407,502,5435,87.7
20079,"Harvey County, Kansas",2592,383.5866261398176," 2,132 ",1196,33504,88.9
20081,"Haskell County, Kansas",387,82.06686930091185,149,201,3630,78.5
20083,"Hodgeman County, Kansas",99,25.53191489361702,68,236,1655,85.8
20085,"Jackson County, Kansas",1190,202.43161094224925,607,942,13368,82.4
20087,"Jefferson County, Kansas",1147,186.62613981762917,664,993,18327,84.4
20089,"Jewell County, Kansas",369,68.08510638297872,157,392,2847,87.2
20091,"Johnson County, Kansas",32476,1259.5744680851064," 11,650 ",16991,622237,85.8
20093,"Kearny County, Kansas",232,66.8693009118541,131,179,3823,81.1
20095,"Kingman County, Kansas",670,147.72036474164133,379,549,7066,87.6
20097,"Kiowa County, Kansas",125,26.13981762917933,125,326,2374,87.1
20099,"Labette County, Kansas",3117,304.55927051671733," 2,269 ",1078,19728,87.7
20101,"Lane County, Kansas",121,41.33738601823708,71,118,1529,68.7
20103,"Leavenworth County, Kansas",6671,497.8723404255319," 3,617 ",1998,83518,83.4
20105,"Lincoln County, Kansas",341,65.04559270516717,144,372,2920,88.6
20107,"Linn County, Kansas",1024,138.6018237082067,814,658,9860,80.5
20109,"Logan County, Kansas",355,75.37993920972644,119,242,2665,96.7
20111,"Lyon County, Kansas",4712,453.4954407294833," 2,132 ",1341,32172,94.3
20113,"McPherson County, Kansas",2579,340.4255319148936," 1,153 ",1263,30091,88.5
20115,"Marion County, Kansas",1104,107.59878419452887,528,1004,11690,88.9
20117,"Marshall County, Kansas",913,100.30395136778115,458,769,9933,95.6
20119,"Meade County, Kansas",255,65.65349544072949,199,254,3911,80.4
20121,"Miami County, Kansas",2267,332.52279635258355," 1,503 ",987,35320,86.6
20123,"Mitchell County, Kansas",702,141.64133738601822,268,403,5719,92.2
20125,"Montgomery County, Kansas",4911,333.7386018237082," 3,696 ",1456,30568,88.3
20127,"Morris County, Kansas",677,121.580547112462,291,403,5334,82.2
20129,"Morton County, Kansas",381,113.67781155015197,128,142,2580,72.1
20131,"Nemaha County, Kansas",764,125.22796352583586,350,642,10114,93
20133,"Neosho County, Kansas",2340,234.65045592705167," 1,573 ",746,15420,87.9
20135,"Ness County, Kansas",296,62.61398176291793,81,392,2618,89.3
20137,"Norton County, Kansas",375,62.006079027355625,271,273,5330,88.9
20139,"Osage County, Kansas",1709,168.9969604863222," 1,008 ",1170,15824,96.7
20141,"Osborne County, Kansas",419,69.90881458966565,213,448,3427,89
20143,"Ottawa County, Kansas",685,99.69604863221885,239,475,5818,89.6
20145,"Pawnee County, Kansas",608,97.87234042553192,410,350,6126,93.8
20147,"Phillips County, Kansas",661,105.16717325227964,198,517,4761,85.9
20149,"Pottawatomie County, Kansas",1810,204.86322188449847,834,1083,26382,87
20151,"Pratt County, Kansas",813,117.93313069908814,361,477,9082,93
20153,"Rawlins County, Kansas",252,49.24012158054711,100,275,2463,94.4
20155,"Reno County, Kansas",7252,493.6170212765957," 4,790 ",2474,61497,87.1
20157,"Republic County, Kansas",665,94.83282674772036,176,503,4627,92.9
20159,"Rice County, Kansas",644,116.10942249240121,649,683,9260,87.2
20161,"Riley County, Kansas",13499,715.5015197568389," 2,751 ",1852,71402,83.8
20163,"Rooks County, Kansas",247,42.5531914893617,207,474,4778,88
20165,"Rush County, Kansas",329,60.790273556231,182,378,2830,90.5
20167,"Russell County, Kansas",1004,162.91793313069908,487,465,6723,88.4
20169,"Saline County, Kansas",6457,626.1398176291793," 4,163 ",1580,53098,79.6
20171,"Scott County, Kansas",436,165.95744680851064,160,105,4922,85.2
20173,"Sedgwick County, Kansas",72477,2194.528875379939," 51,093 ",14801,528469,88
20175,"Seward County, Kansas",2762,475.37993920972644," 1,294 ",453,21067,75
20177,"Shawnee County, Kansas",21495,1059.5744680851064," 16,877 ",5231,177746,83.7
20179,"Sheridan County, Kansas",252,49.24012158054711,100,268,2423,95.9
20181,"Sherman County, Kansas",557,130.69908814589667,381,221,5844,98.3
20183,"Smith County, Kansas",275,43.76899696048632,160,423,3590,88.1
20185,"Stafford County, Kansas",422,54.7112462006079,252,460,3909,92.3
20187,"Stanton County, Kansas",256,173.25227963525836,51,87,1901,70.5
20189,"Stevens County, Kansas",780,228.57142857142856,191,264,5077,89.6
20191,"Sumner County, Kansas",2351,251.67173252279636," 1,791 ",1308,22334,86.9
20193,"Thomas County, Kansas",516,124.62006079027356,229,314,7865,96
20195,"Trego County, Kansas",149,40.72948328267477,85,216,2731,93.4
20197,"Wabaunsee County, Kansas",480,64.43768996960486,254,607,7057,86.2
20199,"Wallace County, Kansas",184,43.76899696048632,73,185,1509,96.9
20201,"Washington County, Kansas",440,54.7112462006079,183,691,5504,90.5
20203,"Wichita County, Kansas",342,104.55927051671732,86,154,2082,90.5
20205,"Wilson County, Kansas",1331,127.05167173252279,846,640,8382,85.4
20207,"Woodson County, Kansas",379,62.61398176291793,208,338,3115,92.7
20209,"Wyandotte County, Kansas",28943,1167.1732522796353," 18,267 ",4362,165281,73.9
21001,"Adair County, Kentucky",3208,331.9148936170213," 3,405 ",644,19264,89.9
21003,"Allen County, Kentucky",3120,432.8267477203647," 2,567 ",574,21788,82.5
21005,"Anderson County, Kentucky",2981,513.0699088145897," 1,582 ",627,24613,88
21007,"Ballard County, Kentucky",1037,127.65957446808511,791,508,7582,82.2
21009,"Barren County, Kentucky",9207,648.6322188449848," 6,325 ",1318,45008,86.4
21011,"Bath County, Kentucky",2974,382.97872340425533," 2,332 ",481,12975,86.9
21013,"Bell County, Kentucky",6268,471.1246200607903," 7,559 ",766,23317,91.9
21015,"Boone County, Kentucky",8997,713.677811550152," 6,454 ",2711,140496,85.5
21017,"Bourbon County, Kentucky",2724,342.85714285714283," 2,743 ",718,20134,75.7
21019,"Boyd County, Kentucky",8154,619.4528875379939," 6,871 ",1491,47826,85.7
21021,"Boyle County, Kentucky",3946,394.5288753799392," 3,293 ",950,30988,91.5
21023,"Bracken County, Kentucky",1675,239.51367781155014," 1,096 ",425,8426,78.6
21025,"Breathitt County, Kentucky",3726,335.5623100303951," 3,927 ",630,12953,84.6
21027,"Breckinridge County, Kentucky",4331,520.3647416413373," 2,730 ",903,21124,84.7
21029,"Bullitt County, Kentucky",7882,640.1215805471124," 5,643 ",2456,84863,90.4
21031,"Butler County, Kentucky",2230,245.59270516717325," 1,885 ",533,12375,84.9
21033,"Caldwell County, Kentucky",1731,234.65045592705167," 1,633 ",392,12551,91.6
21035,"Calloway County, Kentucky",6012,536.7781155015198," 3,026 ",1234,38280,91.7
21037,"Campbell County, Kentucky",9728,615.1975683890578," 5,543 ",3129,93702,83
21039,"Carlisle County, Kentucky",783,119.75683890577507,582,329,4704,85.3
21041,"Carroll County, Kentucky",2001,266.2613981762918," 1,559 ",400,10987,81.2
21043,"Carter County, Kentucky",5058,533.7386018237082," 4,661 ",806,26366,83
21045,"Casey County, Kentucky",3791,351.9756838905775," 2,833 ",534,15918,91.4
21047,"Christian County, Kentucky",11580,763.5258358662614," 9,038 ",1807,72032,80
21049,"Clark County, Kentucky",4696,465.6534954407295," 4,495 ",1085,37304,85.9
21051,"Clay County, Kentucky",5887,476.59574468085106," 6,229 ",518,19648,84
21053,"Clinton County, Kentucky",1674,227.35562310030394," 2,338 ",361,9148,83.5
21055,"Crittenden County, Kentucky",1578,196.96048632218844,896,412,8974,90.9
21057,"Cumberland County, Kentucky",1987,285.7142857142857," 1,431 ",254,6000,81.2
21059,"Daviess County, Kentucky",15314,872.3404255319149," 10,413 ",2635,103458,84.8
21061,"Edmonson County, Kentucky",2030,241.9452887537994," 1,439 ",497,12448,90.8
21063,"Elliott County, Kentucky",1659,255.92705167173253," 1,438 ",171,7245,89.1
21065,"Estill County, Kentucky",3064,337.38601823708206," 2,857 ",585,13936,86.7
21067,"Fayette County, Kentucky",48466,1642.5531914893618," 27,416 ",8698,320154,83
21069,"Fleming County, Kentucky",3480,291.1854103343465," 2,169 ",467,15442,89.8
21071,"Floyd County, Kentucky",9177,640.1215805471124," 9,101 ",1063,34423,84
21073,"Franklin County, Kentucky",6683,541.6413373860182," 5,017 ",1495,51644,82
21075,"Fulton County, Kentucky",1509,215.80547112462006," 1,331 ",283,6338,84.3
21077,"Gallatin County, Kentucky",1245,168.3890577507599,738,387,8792,77.9
21079,"Garrard County, Kentucky",2922,274.16413373860183," 2,026 ",531,17829,93.6
21081,"Grant County, Kentucky",3045,384.8024316109422," 2,972 ",646,25619,81.9
21083,"Graves County, Kentucky",7406,750.7598784194529," 4,557 ",1054,36461,86.9
21085,"Grayson County, Kentucky",5027,477.81155015197567," 3,773 ",960,26825,84.8
21087,"Green County, Kentucky",2384,275.9878419452888," 1,610 ",443,11468,88.3
21089,"Greenup County, Kentucky",5292,416.4133738601824," 4,155 ",1419,35221,86.8
21091,"Hancock County, Kentucky",1409,194.5288753799392,865,410,8920,84.6
21093,"Hardin County, Kentucky",12623,739.8176291793313," 9,780 ",2702,112273,85.5
21095,"Harlan County, Kentucky",6930,565.9574468085107," 8,031 ",970,25324,91.3
21097,"Harrison County, Kentucky",3039,354.4072948328267," 2,191 ",493,19415,82.2
21099,"Hart County, Kentucky",4022,407.90273556231," 2,867 ",790,19724,89.3
21101,"Henderson County, Kentucky",6734,494.83282674772033," 5,122 ",1334,44119,82.5
21103,"Henry County, Kentucky",2602,310.0303951367781," 1,453 ",784,15973,89
21105,"Hickman County, Kentucky",893,132.52279635258358,652,117,4447,84.3
21107,"Hopkins County, Kentucky",8405,698.4802431610942," 6,257 ",1636,44929,85.7
21109,"Jackson County, Kentucky",2945,417.02127659574467," 3,431 ",338,13104,78.3
21111,"Jefferson County, Kentucky",110819,2653.495440729483," 84,878 ",25637,772144,80.8
21113,"Jessamine County, Kentucky",5480,598.1762917933131," 5,376 ",1186,55017,87.7
21115,"Johnson County, Kentucky",5116,517.3252279635258," 4,793 ",531,22116,85.6
21117,"Kenton County, Kentucky",20065,1075.3799392097264," 12,980 ",4779,171321,82.7
21119,"Knott County, Kentucky",3511,378.11550151975683," 3,846 ",486,13659,90.4
21121,"Knox County, Kentucky",10761,727.0516717325228," 9,441 ",728,29794,81.9
21123,"Larue County, Kentucky",2789,318.54103343465044," 1,740 ",453,15303,88.5
21125,"Laurel County, Kentucky",13047,807.2948328267477," 11,592 ",1465,63296,86.8
21127,"Lawrence County, Kentucky",3529,395.1367781155015," 3,492 ",542,16000,80.4
21129,"Lee County, Kentucky",1876,236.4741641337386," 1,888 ",277,7293,82.6
21131,"Leslie County, Kentucky",2701,469.30091185410333," 2,603 ",223,9864,88.8
21133,"Letcher County, Kentucky",5539,520.3647416413373," 5,032 ",785,20423,93.3
21135,"Lewis County, Kentucky",2915,349.5440729483283," 2,643 ",430,12973,89.9
21137,"Lincoln County, Kentucky",4459,472.9483282674772," 3,824 ",802,24776,91.5
21139,"Livingston County, Kentucky",1677,271.1246200607903,950,468,8892,89.4
21141,"Logan County, Kentucky",3839,421.27659574468083," 3,359 ",851,28283,84.7
21143,"Lyon County, Kentucky",778,170.8206686930091,506,504,9187,93.7
21145,"McCracken County, Kentucky",10173,710.0303951367781," 7,877 ",1842,67428,83.8
21147,"McCreary County, Kentucky",5358,479.6352583586626," 4,481 ",377,17050,88.2
21149,"McLean County, Kentucky",840,117.32522796352583,891,484,9054,84.8
21151,"Madison County, Kentucky",13938,807.2948328267477," 9,764 ",2636,96735,88.1
21153,"Magoffin County, Kentucky",3775,361.70212765957444," 3,459 ",390,11228,83
21155,"Marion County, Kentucky",3665,429.1793313069909," 2,693 ",721,19834,88.4
21157,"Marshall County, Kentucky",4148,454.7112462006079," 2,800 ",922,31744,85.9
21159,"Martin County, Kentucky",2862,374.468085106383," 2,650 ",348,10928,83.2
21161,"Mason County, Kentucky",3073,317.93313069908817," 2,870 ",626,16841,85.4
21163,"Meade County, Kentucky",4091,449.84802431610944," 2,453 ",837,30131,91.3
21165,"Menifee County, Kentucky",1730,218.2370820668693," 1,362 ",259,6286,83.2
21167,"Mercer County, Kentucky",2557,372.0364741641337," 2,182 ",695,23097,92.6
21169,"Metcalfe County, Kentucky",2634,325.2279635258359," 1,996 ",347,10482,82.5
21171,"Monroe County, Kentucky",2484,297.8723404255319," 1,903 ",496,11306,83.7
21173,"Montgomery County, Kentucky",4229,410.94224924012155," 4,022 ",806,28527,86.4
21175,"Morgan County, Kentucky",2224,218.2370820668693," 2,336 ",582,14283,86.9
21177,"Muhlenberg County, Kentucky",5250,518.5410334346504," 4,410 ",988,30568,81.3
21179,"Nelson County, Kentucky",4512,471.1246200607903," 3,600 ",1296,47730,89.1
21181,"Nicholas County, Kentucky",1396,257.14285714285717," 1,154 ",247,7686,87.1
21183,"Ohio County, Kentucky",3023,347.72036474164133," 3,151 ",910,23626,83.8
21185,"Oldham County, Kentucky",2561,345.8966565349544," 1,428 ",2126,70183,87.6
21187,"Owen County, Kentucky",1913,265.6534954407295," 1,287 ",432,11313,83.7
